Frame ID,Marker ID,Top Left,Top Right,Bottom Right,Bottom Left,Distance,Yaw,Pitch,Roll
269,7,"(749.0, 540.0)","(766.0, 540.0)","(765.0, 558.0)","(748.0, 558.0)",1.896162290908676,158.68598966882286,-47.866491729542815,19.582084984610795
270,7,"(749.0, 540.0)","(766.0, 540.0)","(764.0, 559.0)","(748.0, 558.0)",1.843569033099623,142.83796514147357,60.5963787444029,-28.698614501400183
271,7,"(749.0, 540.0)","(766.0, 540.0)","(765.0, 558.0)","(748.0, 558.0)",1.896162290908676,158.68598966882286,-47.866491729542815,19.582084984610795
272,7,"(750.0, 540.0)","(766.0, 540.0)","(765.0, 558.0)","(748.0, 558.0)",1.8932612443059917,140.40287126508056,58.90549122052667,-30.237995387580376
273,7,"(750.0, 540.0)","(766.0, 540.0)","(764.0, 559.0)","(747.0, 558.0)",1.8371743401856493,140.55499239080734,60.6592856678864,-28.90458799622631
274,7,"(750.0, 540.0)","(766.0, 540.0)","(764.0, 559.0)","(748.0, 558.0)",1.8407728350457842,140.69477477761578,61.507515381150704,-30.004522182518016
275,7,"(750.0, 539.0)","(766.0, 540.0)","(764.0, 559.0)","(748.0, 558.0)",1.7939125240343858,153.31776259706677,-50.065317958350384,26.587710075631506
276,7,"(750.0, 539.0)","(766.0, 540.0)","(764.0, 559.0)","(748.0, 558.0)",1.7939125240343858,153.31776259706677,-50.065317958350384,26.587710075631506
277,7,"(750.0, 540.0)","(766.0, 540.0)","(765.0, 558.0)","(748.0, 558.0)",1.8932612443059917,140.40287126508056,58.90549122052667,-30.237995387580376
278,7,"(750.0, 540.0)","(766.0, 540.0)","(765.0, 558.0)","(748.0, 558.0)",1.8932612443059917,140.40287126508056,58.90549122052667,-30.237995387580376
279,7,"(750.0, 540.0)","(766.0, 540.0)","(765.0, 558.0)","(748.0, 558.0)",1.8932612443059917,140.40287126508056,58.90549122052667,-30.237995387580376
280,7,"(749.0, 540.0)","(766.0, 540.0)","(765.0, 558.0)","(748.0, 558.0)",1.896162290908676,158.68598966882286,-47.866491729542815,19.582084984610795
281,7,"(750.0, 540.0)","(766.0, 540.0)","(765.0, 558.0)","(748.0, 558.0)",1.8932612443059917,140.40287126508056,58.90549122052667,-30.237995387580376
282,7,"(750.0, 540.0)","(766.0, 540.0)","(764.0, 559.0)","(748.0, 557.0)",1.8901396487787905,144.97086762191552,61.64743840767906,-26.076929091664084
283,7,"(749.0, 540.0)","(766.0, 540.0)","(765.0, 558.0)","(748.0, 557.0)",1.9499527493560824,146.67379518370717,57.93726645158868,-25.2720373084934
284,7,"(749.0, 540.0)","(766.0, 540.0)","(765.0, 558.0)","(748.0, 558.0)",1.896162290908676,158.68598966882286,-47.866491729542815,19.582084984610795
285,7,"(753.0, 539.0)","(769.0, 540.0)","(767.0, 558.0)","(751.0, 557.0)",1.8924355589453719,154.6003336119209,-48.34462731409602,25.271102546920964
286,7,"(755.0, 539.0)","(771.0, 539.0)","(770.0, 557.0)","(753.0, 556.0)",1.9462535002024204,144.3648125952491,59.24823258979977,-26.652279865962807
287,7,"(753.0, 538.0)","(769.0, 538.0)","(768.0, 556.0)","(751.0, 556.0)",1.890351160240719,140.47774923026856,59.15188471638619,-30.208701905442425
288,7,"(748.0, 538.0)","(765.0, 538.0)","(765.0, 556.0)","(747.0, 555.0)",1.9481390147631281,149.00723852516938,56.944420009062114,-23.96816793672318
289,7,"(750.0, 538.0)","(765.0, 539.0)","(763.0, 557.0)","(747.0, 556.0)",1.8869546265644221,154.8691669071737,-49.50555227363809,26.20799251442365
290,7,"(748.0, 537.0)","(764.0, 538.0)","(762.0, 556.0)","(746.0, 555.0)",1.888566811086546,154.57186222769127,-48.6283648195807,25.28314581211449
291,7,"(745.0, 538.0)","(760.0, 538.0)","(760.0, 556.0)","(743.0, 555.0)",1.945730663902694,145.34375420235375,59.74800705651888,-27.122208264177175
292,7,"(744.0, 538.0)","(760.0, 539.0)","(758.0, 557.0)","(742.0, 556.0)",1.8897344171269974,154.29763447668103,-48.73551301257883,25.49518889179985
293,7,"(744.0, 537.0)","(759.0, 538.0)","(757.0, 556.0)","(741.0, 555.0)",1.884698506882972,154.6938072573065,-49.78094714098978,26.33811369423539
294,7,"(739.0, 538.0)","(755.0, 538.0)","(753.0, 555.0)","(737.0, 555.0)",1.9940143124963157,160.82364877196105,-48.66983625722589,19.88755708221257
295,7,"(734.0, 537.0)","(750.0, 538.0)","(748.0, 555.0)","(732.0, 554.0)",1.996400450257695,155.184820697594,-47.3192695470288,24.439984236768687
296,7,"(731.0, 537.0)","(748.0, 538.0)","(745.0, 555.0)","(730.0, 554.0)",1.9963575123736632,148.42703300264643,59.196926743549525,-22.29534125073814
297,7,"(731.0, 537.0)","(746.0, 538.0)","(745.0, 555.0)","(729.0, 554.0)",1.9982804457155352,153.18471391339324,-48.40901434219561,25.403454794292607
298,7,"(729.0, 536.0)","(744.0, 537.0)","(742.0, 555.0)","(727.0, 554.0)",1.8848202674146877,152.37048437959203,-51.26692091840603,27.60250800787613
299,7,"(726.0, 537.0)","(742.0, 538.0)","(740.0, 555.0)","(724.0, 553.0)",2.0517341554517396,153.2587475259223,58.70883236954156,-17.962302596714334
300,7,"(725.0, 537.0)","(741.0, 538.0)","(739.0, 554.0)","(723.0, 553.0)",2.1183991797704076,156.12283442928828,-45.517364577700185,23.305188474233397
301,7,"(724.0, 536.0)","(739.0, 536.0)","(738.0, 554.0)","(722.0, 552.0)",1.9922406779528379,149.29166995162805,59.91720398261122,-22.905065741559525
302,7,"(722.0, 537.0)","(737.0, 539.0)","(735.0, 555.0)","(720.0, 555.0)",1.9931713717478614,153.16450501454656,-49.85713252918617,26.65741523507877
303,7,"(719.0, 536.0)","(735.0, 536.0)","(733.0, 553.0)","(718.0, 553.0)",1.9935537553811278,158.4818266619894,-50.54089948150557,21.034870786109597
304,7,"(717.0, 536.0)","(733.0, 537.0)","(731.0, 553.0)","(715.0, 552.0)",2.1158531796034223,155.88026166638997,-45.87735196751263,23.47714198775975
305,7,"(714.0, 537.0)","(729.0, 538.0)","(727.0, 554.0)","(712.0, 553.0)",2.1173127814281165,154.1888443697461,-48.178718695995634,25.464114293763963
306,7,"(707.0, 535.0)","(722.0, 536.0)","(720.0, 553.0)","(705.0, 552.0)",1.9905062272890792,152.68972131354644,-50.49362939590017,27.00492724850885
307,7,"(696.0, 536.0)","(711.0, 538.0)","(709.0, 554.0)","(694.0, 553.0)",2.0479522892011692,149.90175554704626,-49.03832841556412,29.061692443908626
308,7,"(687.0, 536.0)","(703.0, 538.0)","(700.0, 554.0)","(685.0, 553.0)",2.0456980998390324,151.46250185411148,-48.405149391482134,28.40345719246077
309,7,"(685.0, 538.0)","(700.0, 538.0)","(698.0, 555.0)","(682.0, 554.0)",2.0476737147467405,146.00358237712493,56.34525400039233,-23.11073975642728
310,7,"(687.0, 537.0)","(702.0, 538.0)","(700.0, 554.0)","(684.0, 554.0)",2.0464901999099476,157.00740386971347,-50.19603201808783,24.01012388225445
311,7,"(688.0, 538.0)","(703.0, 540.0)","(701.0, 556.0)","(686.0, 554.0)",2.1098151843363593,147.13630798169888,-47.21169601788363,30.97850582690717
312,7,"(688.0, 538.0)","(703.0, 538.0)","(702.0, 555.0)","(687.0, 554.0)",2.0570583607216535,148.7445848783603,57.45118765856454,-24.14572033997382
313,7,"(688.0, 538.0)","(703.0, 538.0)","(702.0, 555.0)","(687.0, 554.0)",2.0570583607216535,148.7445848783603,57.45118765856454,-24.14572033997382
314,7,"(688.0, 538.0)","(703.0, 538.0)","(702.0, 554.0)","(686.0, 553.0)",2.185659584506202,149.89717666422405,54.293378802712766,-20.949965101138357
315,7,"(688.0, 538.0)","(703.0, 538.0)","(702.0, 554.0)","(687.0, 554.0)",2.1211212103992687,156.57096891905502,-50.81679263913817,21.472403584354673
316,7,"(688.0, 538.0)","(703.0, 538.0)","(702.0, 555.0)","(686.0, 554.0)",2.0547590310108252,148.33123107237068,56.39808035559901,-23.1487139609435
317,7,"(689.0, 537.0)","(703.0, 538.0)","(702.0, 554.0)","(687.0, 553.0)",2.1177068809061543,150.97194358727197,-50.18844295994388,27.336069835403695
318,7,"(688.0, 537.0)","(703.0, 538.0)","(702.0, 554.0)","(687.0, 554.0)",2.05615996236181,152.84022923829767,-51.03453809439787,24.722932742575615
319,7,"(688.0, 537.0)","(704.0, 538.0)","(702.0, 554.0)","(686.0, 554.0)",2.0507863271018176,156.7037101354683,-48.993923134366064,22.97269670223986
320,7,"(688.0, 537.0)","(704.0, 538.0)","(702.0, 554.0)","(687.0, 554.0)",2.054313258011079,154.82311818631985,-50.01292382861517,23.785187212168385
321,7,"(688.0, 538.0)","(704.0, 538.0)","(702.0, 554.0)","(686.0, 554.0)",2.1128272995739126,160.48635411130363,-48.67881778063486,19.83744729650302
322,7,"(689.0, 537.0)","(704.0, 538.0)","(702.0, 554.0)","(687.0, 554.0)",2.0509990324885035,155.20495655338357,-51.09542002609313,24.768940742947795
323,7,"(689.0, 537.0)","(704.0, 538.0)","(702.0, 554.0)","(687.0, 554.0)",2.0509990324885035,155.20495655338357,-51.09542002609313,24.768940742947795
324,7,"(689.0, 537.0)","(703.0, 538.0)","(701.0, 555.0)","(686.0, 554.0)",1.989649676894292,151.82694543925456,-52.12778163894994,28.93222961748812
325,7,"(689.0, 537.0)","(704.0, 538.0)","(702.0, 554.0)","(687.0, 554.0)",2.0509990324885035,155.20495655338357,-51.09542002609313,24.768940742947795
326,7,"(689.0, 537.0)","(704.0, 538.0)","(702.0, 554.0)","(687.0, 554.0)",2.0509990324885035,155.20495655338357,-51.09542002609313,24.768940742947795
327,7,"(688.0, 538.0)","(703.0, 538.0)","(702.0, 554.0)","(687.0, 554.0)",2.1211212103992687,156.57096891905502,-50.81679263913817,21.472403584354673
328,7,"(688.0, 537.0)","(704.0, 538.0)","(702.0, 554.0)","(687.0, 554.0)",2.054313258011079,154.82311818631985,-50.01292382861517,23.785187212168385
329,7,"(689.0, 537.0)","(704.0, 538.0)","(702.0, 554.0)","(687.0, 554.0)",2.0509990324885035,155.20495655338357,-51.09542002609313,24.768940742947795
330,7,"(689.0, 537.0)","(703.0, 538.0)","(702.0, 554.0)","(686.0, 554.0)",2.0502854462701654,155.1162850922151,-51.100962072512075,24.8517533847561
331,7,"(688.0, 537.0)","(704.0, 538.0)","(702.0, 554.0)","(687.0, 554.0)",2.054313258011079,154.82311818631985,-50.01292382861517,23.785187212168385
332,7,"(689.0, 537.0)","(704.0, 538.0)","(702.0, 554.0)","(687.0, 554.0)",2.0509990324885035,155.20495655338357,-51.09542002609313,24.768940742947795
333,7,"(688.0, 538.0)","(704.0, 538.0)","(702.0, 554.0)","(686.0, 553.0)",2.1817882315976718,149.2697067873153,53.183913033017454,-19.98934821198859
334,7,"(689.0, 537.0)","(703.0, 537.0)","(702.0, 554.0)","(687.0, 554.0)",1.9934448134527678,142.5368750789915,58.47934826559978,-29.078222550877616
335,7,"(688.0, 537.0)","(704.0, 538.0)","(702.0, 554.0)","(687.0, 554.0)",2.054313258011079,154.82311818631985,-50.01292382861517,23.785187212168385
336,7,"(689.0, 537.0)","(704.0, 538.0)","(702.0, 554.0)","(687.0, 554.0)",2.0509990324885035,155.20495655338357,-51.09542002609313,24.768940742947795
337,7,"(689.0, 537.0)","(704.0, 538.0)","(702.0, 554.0)","(687.0, 553.0)",2.115714903605849,153.03239421608166,-49.16082748940139,26.334537385701264
338,7,"(689.0, 537.0)","(704.0, 538.0)","(702.0, 554.0)","(687.0, 554.0)",2.0509990324885035,155.20495655338357,-51.09542002609313,24.768940742947795
339,7,"(689.0, 537.0)","(704.0, 538.0)","(702.0, 554.0)","(687.0, 554.0)",2.0509990324885035,155.20495655338357,-51.09542002609313,24.768940742947795
340,7,"(689.0, 537.0)","(703.0, 537.0)","(702.0, 554.0)","(687.0, 554.0)",1.9934448134527678,142.5368750789915,58.47934826559978,-29.078222550877616
341,7,"(689.0, 537.0)","(704.0, 538.0)","(702.0, 554.0)","(687.0, 554.0)",2.0509990324885035,155.20495655338357,-51.09542002609313,24.768940742947795
342,7,"(688.0, 538.0)","(704.0, 538.0)","(702.0, 554.0)","(687.0, 554.0)",2.1179312339987697,158.5824496841096,-49.7418192112157,20.588946468902527
343,7,"(689.0, 537.0)","(704.0, 538.0)","(702.0, 554.0)","(687.0, 554.0)",2.0509990324885035,155.20495655338357,-51.09542002609313,24.768940742947795
344,7,"(688.0, 537.0)","(704.0, 538.0)","(702.0, 554.0)","(687.0, 554.0)",2.054313258011079,154.82311818631985,-50.01292382861517,23.785187212168385
345,7,"(688.0, 537.0)","(703.0, 538.0)","(702.0, 554.0)","(687.0, 554.0)",2.05615996236181,152.84022923829767,-51.03453809439787,24.722932742575615
346,7,"(689.0, 537.0)","(703.0, 537.0)","(702.0, 554.0)","(687.0, 554.0)",1.9934448134527678,142.5368750789915,58.47934826559978,-29.078222550877616
347,7,"(689.0, 536.0)","(703.0, 537.0)","(702.0, 553.0)","(687.0, 553.0)",2.0519655781735464,153.31635103896102,-52.12964909899276,25.637452190694344
349,7,"(688.0, 535.0)","(703.0, 536.0)","(702.0, 552.0)","(686.0, 551.0)",2.1141072583248612,152.68542833612108,-48.150460418297264,25.258271338252566
350,7,"(688.0, 535.0)","(703.0, 536.0)","(701.0, 552.0)","(686.0, 551.0)",2.112017243487724,153.18479735607667,-49.300368746667985,26.217432725791394
353,7,"(676.0, 532.0)","(690.0, 532.0)","(689.0, 549.0)","(674.0, 549.0)",1.9845256183185855,144.00627434852518,58.18104942686127,-27.868877449422143
354,7,"(677.0, 533.0)","(693.0, 533.0)","(690.0, 550.0)","(675.0, 549.0)",2.038888933930332,147.14866130281519,56.2671707205762,-22.198973178530398
356,7,"(707.0, 529.0)","(722.0, 530.0)","(720.0, 547.0)","(705.0, 546.0)",1.9804157837722467,153.30651717142734,-50.78704652994534,26.512208957525154
357,7,"(701.0, 530.0)","(716.0, 530.0)","(716.0, 548.0)","(700.0, 546.0)",1.9818735180447995,153.76833028121484,59.108426777859655,-21.094743820874275
360,7,"(594.0, 534.0)","(611.0, 534.0)","(608.0, 552.0)","(592.0, 551.0)",1.9295303875289185,151.0706808891602,52.231248635066834,-19.20234030846795
361,7,"(589.0, 533.0)","(605.0, 534.0)","(602.0, 552.0)","(586.0, 550.0)",1.924934060865653,155.80604596039265,54.22550949083166,-14.688976976401941
363,7,"(632.0, 537.0)","(648.0, 537.0)","(647.0, 555.0)","(630.0, 555.0)",1.8836898363665169,147.64004953562622,53.86344952825154,-24.167123038126153
365,7,"(632.0, 535.0)","(648.0, 536.0)","(647.0, 554.0)","(630.0, 554.0)",1.830335480468239,150.77264824580877,-54.06937375520124,27.20687689362608
366,7,"(638.0, 537.0)","(654.0, 538.0)","(651.0, 557.0)","(634.0, 556.0)",1.7783993170739372,151.44952580802368,-53.810247927938576,30.212987733750168
367,7,"(642.0, 535.0)","(659.0, 536.0)","(657.0, 555.0)","(640.0, 554.0)",1.7821158395340462,149.78453871008213,-52.742668170180856,28.733780656218343
368,7,"(642.0, 538.0)","(659.0, 539.0)","(656.0, 558.0)","(639.0, 557.0)",1.782910008316011,151.4580382731267,-52.67090888229858,29.065093143317682
369,7,"(623.0, 538.0)","(640.0, 538.0)","(638.0, 559.0)","(620.0, 557.0)",1.6944784272456888,150.54263195246162,56.207378446102375,-20.9292917792297
370,7,"(610.0, 536.0)","(627.0, 537.0)","(625.0, 556.0)","(607.0, 556.0)",1.736798461286424,151.51978329091241,-54.81190324938564,28.054658742250368
371,7,"(613.0, 538.0)","(631.0, 539.0)","(628.0, 559.0)","(610.0, 558.0)",1.696555162875752,150.5549539431144,54.84165730820715,-19.81418028752925
372,7,"(610.0, 540.0)","(628.0, 540.0)","(625.0, 561.0)","(608.0, 560.0)",1.6587603668128168,147.7130638981572,55.633621995276606,-23.596092569254047
373,7,"(605.0, 539.0)","(622.0, 540.0)","(620.0, 560.0)","(602.0, 559.0)",1.6999058814571062,147.55891551948065,-54.72430504572091,31.383606445907493
374,7,"(605.0, 541.0)","(623.0, 542.0)","(620.0, 563.0)","(602.0, 561.0)",1.6584753521394748,152.70581480878394,55.677677488221484,-18.367527879943637
375,7,"(611.0, 540.0)","(629.0, 541.0)","(628.0, 562.0)","(608.0, 561.0)",1.6220164230045675,147.7820260430037,-53.44185128146506,29.875667387760004
376,7,"(614.0, 540.0)","(633.0, 540.0)","(629.0, 562.0)","(611.0, 560.0)",1.6149112201576836,148.89049221216519,55.53026940517646,-20.87763011465446
377,7,"(620.0, 540.0)","(638.0, 541.0)","(635.0, 562.0)","(617.0, 561.0)",1.6196503278119605,148.6524724297436,-54.71573512657886,31.270758987740706
378,7,"(620.0, 547.0)","(638.0, 548.0)","(635.0, 569.0)","(617.0, 568.0)",1.6299881032225718,147.89456272507047,-54.32065143446028,31.863310558152964
379,7,"(620.0, 544.0)","(638.0, 544.0)","(635.0, 566.0)","(617.0, 565.0)",1.5862473829205757,145.33207174879698,56.3761418398145,-25.19671640005003
380,7,"(620.0, 545.0)","(638.0, 545.0)","(636.0, 568.0)","(617.0, 566.0)",1.5525479419369408,148.6768147352151,56.785439427659526,-23.179549242686637
381,7,"(620.0, 548.0)","(638.0, 548.0)","(635.0, 569.0)","(617.0, 568.0)",1.6682024622807694,145.82312808787267,54.87313254289435,-24.04771313601972
382,7,"(620.0, 545.0)","(638.0, 546.0)","(635.0, 567.0)","(616.0, 566.0)",1.6247482176468486,149.75143760319355,-53.7090798385793,30.855070403070453
383,7,"(620.0, 547.0)","(638.0, 547.0)","(635.0, 569.0)","(617.0, 568.0)",1.5906094975348146,144.95041335617137,56.231285577492436,-25.49678601994148
384,7,"(620.0, 547.0)","(638.0, 548.0)","(635.0, 569.0)","(616.0, 568.0)",1.627730552426122,149.54033217128293,-53.59670471229078,31.018488230850433
385,7,"(620.0, 546.0)","(638.0, 546.0)","(635.0, 567.0)","(617.0, 566.0)",1.6651395737160442,146.07175064974626,54.968001726001646,-23.85691800690593
386,7,"(620.0, 547.0)","(638.0, 547.0)","(635.0, 569.0)","(616.0, 568.0)",1.5884029802551616,144.62892148418888,55.463085301570146,-24.74486785593008
387,7,"(620.0, 546.0)","(638.0, 548.0)","(635.0, 569.0)","(617.0, 568.0)",1.58992018927201,145.00994926116604,-54.202406542481036,34.3438701434461
388,7,"(620.0, 546.0)","(638.0, 546.0)","(635.0, 568.0)","(617.0, 566.0)",1.6253214991967588,148.15830810732695,56.29900326732246,-22.485480428605218
389,7,"(620.0, 547.0)","(638.0, 548.0)","(635.0, 569.0)","(617.0, 568.0)",1.6299881032225718,147.89456272507047,-54.32065143446028,31.863310558152964
390,7,"(620.0, 546.0)","(638.0, 547.0)","(635.0, 568.0)","(617.0, 566.0)",1.6652804771436096,151.34839820673798,56.15839917666652,-19.47014245511505
391,7,"(619.0, 547.0)","(638.0, 546.0)","(635.0, 569.0)","(617.0, 567.0)",1.589315697124437,146.6261347774336,55.509708099224994,-24.57965731335709
392,7,"(620.0, 547.0)","(638.0, 548.0)","(635.0, 569.0)","(617.0, 568.0)",1.6299881032225718,147.89456272507047,-54.32065143446028,31.863310558152964
393,7,"(620.0, 546.0)","(638.0, 547.0)","(635.0, 568.0)","(617.0, 567.0)",1.628488544815697,148.00140240582047,-54.377414196418464,31.780113028055258
394,7,"(620.0, 546.0)","(638.0, 547.0)","(635.0, 569.0)","(617.0, 567.0)",1.5891733026212007,150.13781899181254,57.475562154188054,-21.127351474473887
395,7,"(619.0, 547.0)","(638.0, 548.0)","(635.0, 569.0)","(617.0, 568.0)",1.6315771765618385,149.57860929276376,55.31972645978984,-21.764683619106513
396,7,"(620.0, 546.0)","(638.0, 546.0)","(635.0, 568.0)","(617.0, 566.0)",1.6253214991967588,148.15830810732695,56.29900326732246,-22.485480428605218
397,7,"(620.0, 547.0)","(638.0, 548.0)","(635.0, 569.0)","(617.0, 567.0)",1.666814699612445,151.21518141038266,56.11638194221131,-19.575222428320455
398,7,"(619.0, 547.0)","(638.0, 547.0)","(635.0, 568.0)","(617.0, 567.0)",1.668747547889675,147.59624662062532,54.04525259640595,-23.067499155810943
399,7,"(620.0, 546.0)","(638.0, 547.0)","(636.0, 568.0)","(617.0, 567.0)",1.6297156120532876,147.8523607367445,-53.56746017803279,30.84987689710171
400,7,"(620.0, 547.0)","(638.0, 547.0)","(635.0, 569.0)","(618.0, 568.0)",1.5924117309086798,145.2203781903879,56.99590315764265,-26.283953576446446
401,7,"(620.0, 546.0)","(638.0, 547.0)","(635.0, 568.0)","(617.0, 567.0)",1.628488544815697,148.00140240582047,-54.377414196418464,31.780113028055258
402,7,"(620.0, 546.0)","(638.0, 547.0)","(635.0, 568.0)","(617.0, 567.0)",1.628488544815697,148.00140240582047,-54.377414196418464,31.780113028055258
403,7,"(620.0, 546.0)","(638.0, 546.0)","(635.0, 568.0)","(617.0, 566.0)",1.6253214991967588,148.15830810732695,56.29900326732246,-22.485480428605218
404,7,"(618.0, 544.0)","(638.0, 546.0)","(635.0, 567.0)","(617.0, 566.0)",1.5893184261889632,144.96566844649453,-52.877666209606126,32.28296859709806
405,7,"(619.0, 545.0)","(638.0, 546.0)","(634.0, 567.0)","(616.0, 566.0)",1.62507150182549,147.9271750969474,55.451722590435985,-21.616519052716654
406,7,"(614.0, 544.0)","(633.0, 545.0)","(629.0, 566.0)","(611.0, 565.0)",1.6238879124864734,148.30284940322244,55.27138245846046,-21.311849601243207
407,7,"(612.0, 545.0)","(631.0, 546.0)","(628.0, 567.0)","(609.0, 566.0)",1.6273862549773603,149.7612440414596,54.2579543150872,-20.594855972517113
408,7,"(605.0, 545.0)","(624.0, 545.0)","(622.0, 567.0)","(602.0, 565.0)",1.6260024195455043,151.61765607900043,53.146665209169875,-19.60979469420254
408,17,"(261.0, 630.0)","(294.0, 632.0)","(289.0, 662.0)","(268.0, 665.0)",1.1958731289359856,106.58996666380342,-63.56227368950451,61.369950828808
409,7,"(594.0, 545.0)","(612.0, 546.0)","(609.0, 567.0)","(591.0, 565.0)",1.6652219945458029,152.67427436330487,55.01622121056772,-18.377053330683786
410,7,"(582.0, 545.0)","(601.0, 546.0)","(597.0, 567.0)","(579.0, 566.0)",1.6279079227578612,149.6938658105432,53.79930339861401,-20.1669894841489
411,7,"(563.0, 544.0)","(581.0, 545.0)","(579.0, 566.0)","(560.0, 565.0)",1.630740341232992,144.57265401702028,-55.93589157732214,33.531946394067056
412,7,"(549.0, 545.0)","(568.0, 546.0)","(564.0, 567.0)","(546.0, 566.0)",1.6316449473167116,151.16119917294003,52.34664854853888,-18.991056895459998
413,7,"(534.0, 545.0)","(553.0, 546.0)","(551.0, 566.0)","(531.0, 565.0)",1.7161259301073446,145.9565727948093,-53.92629798136138,31.343118861902354
414,7,"(524.0, 545.0)","(543.0, 545.0)","(540.0, 567.0)","(521.0, 566.0)",1.5973419139147143,150.9099179652621,50.63757628239526,-20.133701331997678
415,7,"(524.0, 546.0)","(542.0, 546.0)","(539.0, 568.0)","(521.0, 567.0)",1.598922849049343,149.84346282093563,52.18825673705713,-21.518237226203176
416,7,"(524.0, 545.0)","(542.0, 546.0)","(539.0, 567.0)","(520.0, 566.0)",1.6351146381101105,143.61682113705206,-57.46156319789003,35.889121325134646
417,7,"(518.0, 546.0)","(538.0, 546.0)","(534.0, 568.0)","(516.0, 566.0)",1.6355948442694557,153.81535166022977,50.21815580053171,-17.393112507689356
418,7,"(507.0, 546.0)","(525.0, 546.0)","(522.0, 568.0)","(503.0, 568.0)",1.5648814063449905,147.60594105181397,50.75595708844771,-22.807289537697486
419,7,"(495.0, 546.0)","(515.0, 546.0)","(510.0, 568.0)","(492.0, 567.0)",1.6008391766952197,150.21442902803886,49.46715899503491,-19.28414372823876
420,7,"(482.0, 546.0)","(501.0, 547.0)","(498.0, 567.0)","(479.0, 568.0)",1.642796017909649,145.66517006729944,-60.18462645486274,33.403480627577736
420,17,"(14.0, 671.0)","(12.0, 627.0)","(38.0, 639.0)","(39.0, 668.0)",1.0994756915864516,-76.52328714803065,-28.931377036994558,-109.56255300049368
421,7,"(471.0, 545.0)","(491.0, 546.0)","(487.0, 567.0)","(468.0, 566.0)",1.644854147309454,155.06120623986692,47.31372855879868,-15.473558616990852
422,7,"(458.0, 546.0)","(478.0, 547.0)","(474.0, 568.0)","(455.0, 567.0)",1.6491692654997603,155.41979553602727,46.73991794497733,-15.21666071832588
423,7,"(442.0, 546.0)","(462.0, 546.0)","(457.0, 568.0)","(439.0, 567.0)",1.612603555177109,152.2919486942356,47.294348602313,-17.739667747591753
424,7,"(427.0, 546.0)","(446.0, 547.0)","(442.0, 568.0)","(423.0, 568.0)",1.6175489132159944,139.31129285168728,-62.0604200559671,40.402572593060476
425,7,"(414.0, 547.0)","(433.0, 547.0)","(429.0, 569.0)","(410.0, 569.0)",1.5857852556627972,150.9094287403918,46.28980144301171,-19.413528400100382
426,7,"(406.0, 547.0)","(426.0, 548.0)","(422.0, 569.0)","(403.0, 569.0)",1.625720159476995,137.7692364478662,-62.098411759718694,40.65266462352527
427,7,"(403.0, 547.0)","(422.0, 547.0)","(418.0, 569.0)","(399.0, 569.0)",1.588857718484117,151.32427112594442,45.866709422181835,-19.11748683262264
428,7,"(401.0, 547.0)","(420.0, 548.0)","(416.0, 569.0)","(396.0, 569.0)",1.6247311180848982,138.92551480564978,-62.332715643256336,41.250446757729854
429,7,"(400.0, 547.0)","(419.0, 548.0)","(415.0, 569.0)","(395.0, 568.0)",1.664015647923379,137.64286323677868,-60.6869375163628,41.948921260129225
430,7,"(399.0, 547.0)","(418.0, 547.0)","(414.0, 569.0)","(395.0, 569.0)",1.590002861265278,151.47328456684085,45.71374407462129,-19.011692346857153
431,7,"(400.0, 547.0)","(418.0, 547.0)","(414.0, 570.0)","(395.0, 569.0)",1.5536755536707492,152.03216350575468,47.60999348808813,-18.315760955961526
432,7,"(399.0, 547.0)","(419.0, 548.0)","(415.0, 569.0)","(395.0, 569.0)",1.6266333441738856,139.18290327323777,-61.71364271206158,39.93691861632518
433,7,"(399.0, 547.0)","(418.0, 548.0)","(414.0, 570.0)","(395.0, 569.0)",1.5906582869799037,155.49273237751476,46.572383326442825,-15.496044623136438
434,7,"(399.0, 547.0)","(419.0, 548.0)","(414.0, 570.0)","(395.0, 569.0)",1.5898252524429073,154.97078446352486,45.803725425363076,-14.99116144710795
435,7,"(399.0, 547.0)","(418.0, 547.0)","(414.0, 569.0)","(395.0, 569.0)",1.590002861265278,151.47328456684085,45.71374407462129,-19.011692346857153
436,7,"(399.0, 547.0)","(418.0, 547.0)","(414.0, 569.0)","(395.0, 568.0)",1.6257916013312184,153.71605820896932,45.51252119187398,-16.737195882801547
437,7,"(399.0, 547.0)","(418.0, 547.0)","(414.0, 569.0)","(395.0, 569.0)",1.590002861265278,151.47328456684085,45.71374407462129,-19.011692346857153
438,7,"(399.0, 547.0)","(418.0, 547.0)","(414.0, 569.0)","(395.0, 568.0)",1.6257916013312184,153.71605820896932,45.51252119187398,-16.737195882801547
439,7,"(399.0, 547.0)","(418.0, 547.0)","(414.0, 569.0)","(395.0, 568.0)",1.6257916013312184,153.71605820896932,45.51252119187398,-16.737195882801547
440,7,"(399.0, 547.0)","(418.0, 547.0)","(414.0, 569.0)","(395.0, 568.0)",1.6257916013312184,153.71605820896932,45.51252119187398,-16.737195882801547
441,7,"(399.0, 547.0)","(418.0, 547.0)","(414.0, 569.0)","(395.0, 568.0)",1.6257916013312184,153.71605820896932,45.51252119187398,-16.737195882801547
442,7,"(399.0, 547.0)","(418.0, 547.0)","(414.0, 569.0)","(395.0, 569.0)",1.590002861265278,151.47328456684085,45.71374407462129,-19.011692346857153
